Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Gravel,York,2020-04-23,1,1456,2020-05-11,92423/192KONA
Gravel,Birmingham,2020-11-23,4,2167,2020-12-12,83412/824KONA
Mountain,Leeds,2020-02-03,2,3383,2020-02-04,81233/023KONA
Gravel,Manchester,2020-10-01,4,1932,2020-10-19,12123/014KONA
Gravel,Birmingham,2020-07-01,5,2771,2020-07-20,84123/192KONA
Gravel,Birmingham,2020-01-20,1,3654,2020-02-04,02381/123KONA
Road,Leeds,2020-03-13,1,1438,2020-03-20,83481/012KONA
Gravel,York,2020-05-24,1,3222,2020-05-31,93481/014KONA
Gravel,Birmingham,2020-04-26,4,1852,2020-05-04,GIA31292/003
Road,York,2020-06-07,1,3318,2020-06-08,GIA21312/001
Gravel,London,2020-01-22,2,839,2020-01-31,GIA94221/129
Gravel,Leeds,2020-08-13,4,2571,2020-08-26,GIA12442/120
Mountain,Birmingham,2020-04-28,4,3481,2020-05-08,GIA12492/123
Gravel,London,2020-07-28,3,2879,2020-08-14,GIA14293/003
Road,Manchester,2020-07-26,1,1116,2020-08-15,GIA31292/004
Gravel,York,2020-06-20,3,944,2020-06-24,GIA21312/002
Road,London,2020-04-22,5,2514,2020-05-08,GIA94221/130
Road,York,2020-08-29,4,3729,2020-09-03,GIA12442/121
Mountain,Leeds,2020-10-27,1,3097,2020-11-07,GIA12492/124
Mountain,London,2020-06-11,4,3179,2020-06-28,GIA14293/004
Road,London,2020-01-21,1,2037,2020-01-23,GIA31292/005
Mountain,Manchester,2020-04-20,2,3731,2020-05-09,GIA31292/004
Gravel,York,2020-05-31,4,2580,2020-06-12,GIA21312/002
Gravel,York,2020-05-19,5,1250,2020-05-26,GIA94221/130
Road,London,2020-06-28,2,1947,2020-07-17,GIA12442/121
Road,Manchester,2020-02-29,4,2154,2020-03-20,GIA12492/124
Road,Leeds,2020-11-21,1,1902,2020-11-25,GIA14293/004
Gravel,Leeds,2020-07-23,3,2499,2020-08-10,GIA31292/005
Gravel,London,2020-04-23,5,967,2020-05-08,GIA21312/003
Road,Leeds,2020-01-17,3,906,2020-02-03,GIA94221/131
Gravel,Manchester,2020-03-07,1,2602,2020-03-14,GIA12442/122
Road,Birmingham,2020-08-20,5,1648,2020-08-30,GIA12492/125
Mountain,Leeds,2020-10-22,1,3810,2020-11-01,GIA14293/005
Road,London,2020-11-25,5,2533,2020-12-05,GIA31292/006
Mountain,Leeds,2020-01-29,2,1227,2020-02-03,GIA31292/005
Mountain,London,2020-07-26,1,3191,2020-08-14,GIA21312/003
Mountain,York,2020-09-16,2,3444,2020-09-23,GIA94221/131
Mountain,Birmingham,2020-05-26,5,1389,2020-06-11,GIA12442/122
Mountain,Manchester,2020-12-17,1,3944,2020-12-31,GIA12492/125
Gravel,Leeds,2020-05-21,3,1262,2020-05-30,GIA14293/005
Mountain,London,2020-06-20,5,3528,2020-07-03,GIA31292/006
Gravel,Leeds,2020-10-14,4,1505,2020-11-02,GIA21312/004
Mountain,Manchester,2020-01-26,4,3274,2020-02-03,GIA94221/132
Road,York,2020-06-27,4,1942,2020-07-06,GIA12442/123
Gravel,Leeds,2020-04-13,5,3004,2020-05-02,GIA12492/126
Mountain,Manchester,2020-02-02,5,836,2020-02-16,GIA14293/006
Road,Manchester,2020-01-24,3,1696,2020-01-29,GIA31292/007
Gravel,Birmingham,2020-10-13,5,1163,2020-10-31,GIA31292/006
Gravel,Birmingham,2020-12-12,3,2175,2020-12-19,GIA21312/004
Road,London,2020-06-18,1,1479,2020-06-23,GIA94221/132
Road,York,2020-11-10,1,2827,2020-11-19,GIA12442/123
Road,Birmingham,2020-09-16,3,2676,2020-09-21,GIA12492/126
Road,Manchester,2020-01-08,1,3671,2020-01-20,GIA14293/006
Mountain,Birmingham,2020-12-24,5,3396,2021-01-06,GIA31292/007
Road,London,2020-02-28,3,3212,2020-03-19,GIA21312/005
Road,Leeds,2020-06-03,1,3091,2020-06-10,GIA94221/133
Mountain,Birmingham,2020-06-07,4,1428,2020-06-09,GIA12442/124
Mountain,London,2020-09-19,5,3166,2020-09-20,GIA12492/127
Mountain,Leeds,2020-06-25,4,752,2020-06-26,GIA14293/007
Gravel,London,2020-02-10,2,3567,2020-02-28,GIA31292/008
Gravel,Birmingham,2020-09-30,3,1403,2020-10-20,GIA31292/007
Road,York,2020-04-28,4,2922,2020-05-04,GIA21312/005
Mountain,Manchester,2020-12-25,1,1390,2021-01-08,GIA94221/133
Road,Birmingham,2020-10-11,5,1505,2020-10-13,GIA12442/124
Mountain,Leeds,2020-02-26,1,1472,2020-03-01,GIA12492/127
Road,London,2020-12-27,2,2161,2021-01-01,GIA14293/007
Mountain,York,2020-02-15,5,1155,2020-02-28,GIA31292/008
Gravel,Manchester,2020-12-13,2,949,2020-12-20,GIA21312/006
Road,York,2020-11-13,2,2635,2020-11-26,GIA94221/134
Mountain,Birmingham,2020-04-14,3,3844,2020-04-19,GIA12442/125
Mountain,York,2020-08-07,3,1320,2020-08-13,GIA12492/128
Gravel,Leeds,2020-08-12,3,3863,2020-08-25,GIA14293/008
Mountain,Leeds,2020-09-04,1,3208,2020-09-16,GIA31292/009
Road,York,2020-11-18,2,1153,2020-11-28,GIA31292/008
Road,Birmingham,2020-07-23,2,2165,2020-07-24,GIA21312/006
Road,Leeds,2020-10-27,4,1825,2020-11-07,GIA94221/134
Road,Leeds,2020-08-02,2,890,2020-08-13,GIA12442/125
Road,Manchester,2020-12-25,3,2518,2020-12-26,GIA12492/128
Gravel,London,2020-02-10,1,3018,2020-02-15,GIA14293/008
Mountain,York,2020-07-09,1,3660,2020-07-11,GIA31292/009
Mountain,London,2020-10-03,4,1018,2020-10-16,GIA21312/007
Mountain,Birmingham,2020-07-13,1,2248,2020-07-14,GIA94221/135
Mountain,York,2020-02-23,2,3612,2020-03-08,GIA12442/126
Mountain,Leeds,2020-09-29,3,1411,2020-10-04,GIA12492/129
Gravel,Manchester,2020-09-10,2,3900,2020-09-27,GIA14293/009
Road,Birmingham,2020-12-16,2,1697,2021-01-04,GIA31292/010
Mountain,Birmingham,2020-08-05,2,778,2020-08-25,GIA31292/009
Mountain,York,2020-01-29,4,3071,2020-02-15,GIA21312/007
Mountain,Manchester,2020-05-09,3,2080,2020-05-17,GIA94221/135
Road,Leeds,2020-03-25,3,1545,2020-03-27,GIA12442/126
Mountain,London,2020-06-15,5,3651,2020-06-19,GIA12492/129
Road,Manchester,2020-03-04,2,2341,2020-03-20,GIA14293/009
Road,London,2020-12-12,5,3259,2020-12-23,GIA31292/010
Gravel,Birmingham,2020-04-25,4,2432,2020-05-05,GIA21312/008
Mountain,Manchester,2020-10-21,1,1311,2020-11-01,GIA94221/136
Road,Leeds,2020-12-03,4,2096,2020-12-17,GIA12442/127
Road,Manchester,2020-09-26,4,1715,2020-10-14,GIA12492/130
Gravel,York,2020-07-14,4,1473,2020-08-02,GIA14293/010
Mountain,Manchester,2020-05-01,3,1418,2020-05-16,GIA31292/011
Mountain,York,2020-07-30,1,3210,2020-08-12,GIA31292/010
Road,York,2020-10-08,5,3276,2020-10-17,GIA21312/008
Road,York,2020-04-01,1,1783,2020-04-07,GIA94221/136
Mountain,London,2020-10-05,3,936,2020-10-12,GIA12442/127
Road,Manchester,2020-06-16,3,1718,2020-06-17,GIA12492/130
Gravel,York,2020-01-20,1,3166,2020-02-08,GIA14293/010
Mountain,Leeds,2020-03-09,5,3344,2020-03-24,GIA31292/011
Road,Manchester,2020-07-14,5,1664,2020-07-29,220SPEC12402
Road,York,2020-12-24,1,2078,2020-12-27,012SPEC24021
Gravel,Manchester,2020-03-14,4,2016,2020-03-25,043SPEC12400
Mountain,Manchester,2020-08-23,3,1084,2020-08-31,032SPEC29124
Road,York,2020-10-31,5,1351,2020-11-01,021SPEC01442
Gravel,York,2020-02-20,2,3524,2020-02-23,102SPEC84223
Road,Manchester,2020-05-22,3,2847,2020-05-24,012SPEC93581
Mountain,Leeds,2020-08-31,1,2706,2020-09-01,943SPEC24912
Gravel,Birmingham,2020-08-27,5,969,2020-09-07,429SPEC21312
Road,Manchester,2020-09-12,1,2783,2020-09-21,942SPEC34342
Mountain,Birmingham,2020-07-01,2,3126,2020-07-05,120SPEC13492
Mountain,London,2020-05-24,5,873,2020-06-01,220SPEC12403
Mountain,London,2020-10-09,1,1316,2020-10-21,012SPEC24022
Mountain,Leeds,2020-11-20,3,3582,2020-11-26,043SPEC12401
Road,Birmingham,2020-07-25,2,3554,2020-08-06,032SPEC29125
Gravel,Birmingham,2020-05-15,2,1724,2020-06-04,021SPEC01443
Mountain,York,2020-05-16,2,3840,2020-05-28,102SPEC84224
Gravel,London,2020-07-05,2,1179,2020-07-15,012SPEC93582
Road,Birmingham,2020-09-30,1,1963,2020-10-03,943SPEC24913
Road,Birmingham,2020-10-30,5,3161,2020-11-15,429SPEC21313
Road,Manchester,2020-03-09,2,1922,2020-03-21,942SPEC34343
Road,Manchester,2020-12-07,4,927,2020-12-09,120SPEC13493
Road,Manchester,2020-09-10,4,1925,2020-09-26,220SPEC12404
Mountain,Manchester,2020-07-06,1,3593,2020-07-25,012SPEC24023
Road,London,2020-12-21,5,1191,2020-12-27,043SPEC12402
Mountain,Manchester,2020-07-29,3,3549,2020-07-30,032SPEC29126
Gravel,Birmingham,2020-02-15,1,2077,2020-02-19,021SPEC01444
Road,Manchester,2020-09-30,2,2005,2020-10-07,102SPEC84225
Road,Leeds,2020-12-17,1,2296,2021-01-04,012SPEC93583
Gravel,York,2020-06-19,1,2847,2020-06-24,943SPEC24914
Gravel,Leeds,2020-12-07,2,3560,2020-12-27,429SPEC21314
Road,Birmingham,2020-07-22,2,1676,2020-08-05,942SPEC34344
Road,York,2020-01-08,4,918,2020-01-21,120SPEC13494
Mountain,London,2020-03-07,3,3877,2020-03-16,220SPEC12405
Mountain,London,2020-12-23,2,1146,2021-01-11,012SPEC24024
Gravel,Leeds,2020-02-17,3,1679,2020-03-03,043SPEC12403
Road,Leeds,2020-06-02,2,3200,2020-06-10,032SPEC29127
Mountain,Leeds,2020-06-05,4,1231,2020-06-10,021SPEC01445
Mountain,Leeds,2020-05-22,2,1323,2020-05-28,102SPEC84226
Road,York,2020-06-07,3,2103,2020-06-12,012SPEC93584
Gravel,London,2020-10-10,1,1963,2020-10-30,943SPEC24915
Road,London,2020-12-15,2,1320,2020-12-16,429SPEC21315
Road,Leeds,2020-12-28,3,3391,2021-01-05,942SPEC34345
Gravel,Birmingham,2020-04-26,2,2484,2020-05-13,120SPEC13495
Mountain,London,2020-01-06,2,2936,2020-01-19,220SPEC12406
Gravel,York,2020-12-09,3,3512,2020-12-17,012SPEC24025
Gravel,Leeds,2020-06-24,3,2159,2020-07-10,043SPEC12404
Mountain,Birmingham,2020-10-25,5,3698,2020-11-10,032SPEC29128
Gravel,Manchester,2020-06-06,3,3289,2020-06-20,021SPEC01446
Mountain,Manchester,2020-10-31,5,2540,2020-11-06,102SPEC84227
Mountain,Birmingham,2020-02-14,2,2142,2020-02-26,012SPEC93585
Mountain,Birmingham,2020-05-08,1,1494,2020-05-17,943SPEC24916
Gravel,London,2020-08-05,3,1693,2020-08-08,429SPEC21316
Gravel,Birmingham,2020-05-11,3,1812,2020-05-22,942SPEC34346
Road,London,2020-04-30,2,3933,2020-05-04,120SPEC13496
Gravel,London,2020-12-01,1,3654,2020-12-19,220SPEC12407
Mountain,Birmingham,2020-10-06,1,1293,2020-10-19,012SPEC24026
Road,Birmingham,2020-10-04,1,3586,2020-10-15,043SPEC12405
Gravel,York,2020-02-28,5,2930,2020-03-08,032SPEC29129
Gravel,York,2020-08-25,3,3454,2020-09-04,021SPEC01447
Road,Leeds,2020-10-03,5,2853,2020-10-15,102SPEC84228
Road,Leeds,2020-12-24,4,1380,2021-01-03,012SPEC93586
Mountain,London,2020-05-22,3,3895,2020-06-10,943SPEC24917
Mountain,York,2020-01-17,4,3771,2020-01-30,429SPEC21317
Mountain,Manchester,2020-02-29,5,2196,2020-03-01,942SPEC34347
Mountain,Leeds,2020-10-10,4,3047,2020-10-14,120SPEC13497
Gravel,Manchester,2020-03-02,1,2943,2020-03-18,220SPEC12408
Mountain,Birmingham,2020-08-04,4,1293,2020-08-23,012SPEC24027
Gravel,London,2020-05-27,5,834,2020-06-13,043SPEC12406
Mountain,Birmingham,2020-04-07,5,2657,2020-04-27,032SPEC29130
Mountain,Leeds,2020-11-05,2,2690,2020-11-09,021SPEC01448
Mountain,Manchester,2020-05-28,3,1970,2020-06-04,102SPEC84229
Road,Manchester,2020-08-19,2,2638,2020-09-02,012SPEC93587
Mountain,Birmingham,2020-10-10,3,1917,2020-10-20,943SPEC24918
Gravel,Leeds,2020-06-03,3,1520,2020-06-19,429SPEC21318
Mountain,Manchester,2020-03-19,1,3275,2020-04-03,942SPEC34348
Gravel,Leeds,2020-02-06,4,3631,2020-02-11,120SPEC13498
Mountain,Birmingham,2020-01-05,2,2924,2020-01-14,220SPEC12409
Mountain,London,2020-07-29,2,3285,2020-07-30,012SPEC24028
Mountain,Birmingham,2020-01-21,3,3146,2020-01-25,043SPEC12407
Gravel,Birmingham,2020-08-21,4,1989,2020-08-22,032SPEC29131
Gravel,London,2020-02-28,1,1617,2020-03-19,021SPEC01449
Mountain,Birmingham,2020-12-24,2,777,2021-01-12,102SPEC84230
Mountain,Manchester,2020-03-23,2,2220,2020-04-11,012SPEC93588
Road,Leeds,2020-02-03,1,1665,2020-02-07,943SPEC24919
Road,London,2020-12-26,5,900,2021-01-09,429SPEC21319
Road,Manchester,2020-04-23,2,3471,2020-05-04,942SPEC34349
Road,Leeds,2020-08-01,4,3364,2020-08-16,120SPEC13499
Mountain,Birmingham,2020-02-08,2,2411,2020-02-10,220SPEC12410
Gravel,Leeds,2020-12-29,2,2551,2021-01-13,012SPEC24029
Road,London,2020-10-02,5,2634,2020-10-22,043SPEC12408
Road,Birmingham,2020-04-14,4,3032,2020-05-01,032SPEC29132
Road,London,2020-12-01,2,2813,2020-12-15,021SPEC01450
Road,Birmingham,2020-12-30,2,822,2021-01-11,102SPEC84231
Gravel,Manchester,2020-08-22,3,1860,2020-08-23,012SPEC93589
Road,York,2020-06-20,3,1977,2020-06-23,943SPEC24920
Mountain,London,2020-08-11,5,2946,2020-08-14,429SPEC21320
Gravel,London,2020-01-27,1,1964,2020-02-10,942SPEC34350
Mountain,York,2020-03-21,5,3155,2020-03-22,120SPEC13500
Gravel,Birmingham,2020-10-19,5,2704,2020-10-27,220SPEC12411
Mountain,York,2020-03-22,3,2124,2020-03-23,012SPEC24030
Mountain,Manchester,2020-01-14,1,2321,2020-01-26,043SPEC12409
Mountain,York,2020-06-15,3,1969,2020-06-22,032SPEC29133
Road,Leeds,2020-12-01,4,1422,2020-12-05,021SPEC01451
Gravel,London,2020-07-10,5,3376,2020-07-23,102SPEC84232
Road,Birmingham,2020-10-29,3,1458,2020-11-17,012SPEC93590
Mountain,Leeds,2020-12-05,1,2848,2020-12-06,943SPEC24921
Gravel,Birmingham,2020-04-23,4,3862,2020-05-03,429SPEC21321
Mountain,Birmingham,2020-11-14,4,2020,2020-11-25,942SPEC34351
Road,London,2020-10-22,3,3110,2020-10-25,120SPEC13501
Road,Leeds,2020-10-05,4,3985,2020-10-17,220SPEC12412
Gravel,London,2020-10-21,1,1487,2020-11-07,012SPEC24031
Road,Manchester,2020-09-25,3,3037,2020-10-08,043SPEC12410
Road,London,2020-03-23,5,1126,2020-04-04,032SPEC29134
Road,Manchester,2020-01-03,4,877,2020-01-17,021SPEC01452
Gravel,Leeds,2020-07-18,2,1583,2020-08-07,102SPEC84233
Road,Manchester,2020-04-21,5,795,2020-05-04,012SPEC93591
Gravel,London,2020-03-28,4,3585,2020-04-02,943SPEC24922
Mountain,London,2020-04-25,2,3648,2020-05-03,429SPEC21322
Gravel,London,2020-07-14,2,1501,2020-07-20,942SPEC34352
Mountain,Manchester,2020-07-19,4,3502,2020-08-06,120SPEC13502
Road,York,2020-07-12,5,2405,2020-07-19,220SPEC12413
Road,York,2020-10-13,1,1394,2020-11-01,012SPEC24032
Mountain,Manchester,2020-06-04,5,2255,2020-06-19,043SPEC12411
Mountain,York,2020-08-26,4,2119,2020-09-07,032SPEC29135
Road,London,2020-01-28,4,1947,2020-02-09,021SPEC01453
Gravel,London,2020-12-06,3,3978,2020-12-26,102SPEC84234
Mountain,Birmingham,2020-06-14,5,2473,2020-06-22,012SPEC93592
Mountain,Manchester,2020-12-26,3,2434,2021-01-07,943SPEC24923
Road,Manchester,2020-06-30,4,3785,2020-07-09,429SPEC21323
Road,Manchester,2020-11-23,1,1983,2020-11-24,942SPEC34353
Road,Leeds,2020-10-15,5,3538,2020-10-23,120SPEC13503
Road,York,2020-11-02,1,3004,2020-11-18,220SPEC12414
Gravel,Manchester,2020-06-09,3,2691,2020-06-24,012SPEC24033
Road,Manchester,2020-07-21,4,3476,2020-07-24,043SPEC12412
Mountain,Leeds,2020-10-30,5,2565,2020-11-12,032SPEC29136
Gravel,Birmingham,2020-10-07,2,2044,2020-10-22,021SPEC01454
Gravel,London,2020-10-09,1,917,2020-10-24,102SPEC84235
Road,London,2020-05-20,2,1391,2020-06-07,012SPEC93593
Gravel,Leeds,2020-06-14,5,2464,2020-06-15,943SPEC24924
Road,Manchester,2020-10-18,5,1795,2020-11-03,429SPEC21324
Mountain,Manchester,2020-02-24,3,2160,2020-03-12,942SPEC34354
Mountain,London,2020-06-30,4,2318,2020-07-20,120SPEC13504
Gravel,Leeds,2020-12-11,5,2934,2020-12-20,220SPEC12415
Gravel,Manchester,2020-07-03,4,3696,2020-07-10,012SPEC24034
Mountain,York,2020-07-23,4,1644,2020-07-26,043SPEC12413
Road,London,2020-08-25,1,3979,2020-09-08,032SPEC29137
Road,London,2020-06-29,2,2317,2020-07-04,021SPEC01455
Mountain,Birmingham,2020-08-10,3,1595,2020-08-16,102SPEC84236
Mountain,Birmingham,2020-09-20,5,1164,2020-10-07,012SPEC93594
Mountain,Manchester,2020-11-09,3,2230,2020-11-20,943SPEC24925
Gravel,Leeds,2020-03-27,3,1032,2020-04-05,429SPEC21325
Gravel,Birmingham,2020-09-23,2,2106,2020-09-27,942SPEC34355
Mountain,Birmingham,2020-11-28,1,2644,2020-12-03,120SPEC13505
Gravel,Leeds,2020-09-08,4,2002,2020-09-13,220SPEC12416
Gravel,Leeds,2020-05-26,5,807,2020-05-27,012SPEC24035
Gravel,Manchester,2020-01-04,4,3920,2020-01-17,043SPEC12414
Road,London,2020-11-17,4,1879,2020-11-28,032SPEC29138
Gravel,York,2020-04-02,1,1794,2020-04-07,021SPEC01456
Gravel,Manchester,2020-02-11,3,2041,2020-02-29,102SPEC84237
Mountain,Manchester,2020-05-17,4,3618,2020-05-30,012SPEC93595
Mountain,York,2020-04-27,3,3051,2020-05-09,943SPEC24926
Mountain,Leeds,2020-08-19,1,1408,2020-08-29,429SPEC21326
Gravel,Leeds,2020-11-02,1,2290,2020-11-09,942SPEC34356
Gravel,London,2020-12-29,1,3972,2021-01-04,120SPEC13506
Gravel,York,2020-05-21,3,2733,2020-06-03,220SPEC12417
Mountain,London,2020-04-10,5,3354,2020-04-14,012SPEC24036
Mountain,Birmingham,2020-07-30,2,1823,2020-08-19,043SPEC12415
Mountain,Manchester,2020-02-06,3,971,2020-02-21,032SPEC29139
Gravel,Manchester,2020-06-18,2,1940,2020-07-08,021SPEC01457
Road,Birmingham,2020-05-31,2,2278,2020-06-01,102SPEC84238
Mountain,Leeds,2020-07-27,1,3218,2020-08-07,012SPEC93596
Gravel,Manchester,2020-02-15,1,1608,2020-03-05,943SPEC24927
Road,York,2020-10-19,5,959,2020-10-23,429SPEC21327
Road,London,2020-12-07,1,1749,2020-12-20,942SPEC34357
Gravel,Birmingham,2020-01-26,1,3504,2020-02-03,120SPEC13507
Gravel,London,2020-03-11,3,3671,2020-03-23,220SPEC12418
Gravel,Manchester,2020-02-12,2,3919,2020-02-27,012SPEC24037
Gravel,York,2020-04-06,3,1016,2020-04-20,043SPEC12416
Gravel,Manchester,2020-11-12,3,2505,2020-11-29,032SPEC29140
Mountain,Manchester,2020-10-26,1,1709,2020-11-05,021SPEC01458
Gravel,Manchester,2020-05-16,2,1375,2020-05-17,102SPEC84239
Mountain,York,2020-10-21,1,3997,2020-10-31,012SPEC93597
Road,London,2020-12-14,2,2017,2020-12-31,943SPEC24928
Gravel,London,2020-04-19,1,2064,2020-05-04,429SPEC21328
Mountain,York,2020-06-10,3,2143,2020-06-29,942SPEC34358
Road,Manchester,2020-05-19,5,2844,2020-06-05,120SPEC13508
Gravel,Manchester,2020-10-12,1,2905,2020-10-13,220SPEC12419
Mountain,Manchester,2020-10-30,3,3724,2020-11-08,012SPEC24038
Road,Leeds,2020-07-16,1,3899,2020-08-03,043SPEC12417
Road,Manchester,2020-11-06,3,2921,2020-11-18,032SPEC29141
Gravel,York,2020-08-24,2,2437,2020-08-25,021SPEC01459
Gravel,York,2020-10-02,5,3737,2020-10-12,102SPEC84240
Mountain,Manchester,2020-05-09,2,1096,2020-05-27,012SPEC93598
Mountain,Manchester,2020-09-01,2,1990,2020-09-02,943SPEC24929
Gravel,Birmingham,2020-11-28,1,1544,2020-12-04,429SPEC21329
Mountain,Leeds,2020-11-28,2,3663,2020-12-09,942SPEC34359
Gravel,Manchester,2020-09-15,1,3333,2020-09-19,120SPEC13509
Gravel,York,2020-10-17,5,3150,2020-10-26,220SPEC12420
Gravel,Birmingham,2020-08-19,3,2557,2020-09-08,012SPEC24039
Gravel,Leeds,2020-02-08,4,3981,2020-02-17,043SPEC12418
Gravel,Leeds,2020-04-26,2,1574,2020-05-02,032SPEC29142
Mountain,Manchester,2020-06-06,5,3324,2020-06-26,021SPEC01460
Road,London,2020-11-08,3,1074,2020-11-17,102SPEC84241
Gravel,York,2020-04-08,1,2380,2020-04-24,012SPEC93599
Gravel,Leeds,2020-12-14,2,1474,2020-12-16,943SPEC24930
Gravel,London,2020-01-09,3,2064,2020-01-27,429SPEC21330
Road,Leeds,2020-12-17,2,2128,2020-12-24,942SPEC34360
Road,Leeds,2020-08-21,3,793,2020-09-01,120SPEC13510
Road,Birmingham,2020-06-10,4,1613,2020-06-24,220SPEC12421
Mountain,Leeds,2020-06-29,1,3321,2020-07-05,012SPEC24040
Road,Manchester,2020-01-12,5,1789,2020-01-25,043SPEC12419
Gravel,Birmingham,2020-06-08,2,2529,2020-06-25,032SPEC29143
Gravel,London,2020-06-02,2,1163,2020-06-15,021SPEC01461
Mountain,Birmingham,2020-08-03,5,996,2020-08-07,102SPEC84242
Gravel,London,2020-03-21,5,822,2020-03-31,012SPEC93600
Gravel,Leeds,2020-11-17,5,2099,2020-12-06,943SPEC24931
Road,London,2020-11-04,2,1679,2020-11-09,429SPEC21331
Mountain,London,2020-04-04,3,1226,2020-04-06,942SPEC34361
Road,London,2020-08-22,5,3151,2020-08-27,120SPEC13511
Mountain,London,2020-11-20,4,2706,2020-11-25,220SPEC12422
Gravel,Manchester,2020-08-03,1,3712,2020-08-23,012SPEC24041
Gravel,Manchester,2020-05-15,5,3506,2020-05-18,043SPEC12420
Road,Leeds,2020-07-12,3,2982,2020-07-18,032SPEC29144
Gravel,Birmingham,2020-05-04,4,3500,2020-05-18,021SPEC01462
Mountain,Leeds,2020-02-19,1,3862,2020-02-24,102SPEC84243
Mountain,Leeds,2020-05-29,4,3197,2020-06-12,012SPEC93601
Gravel,Birmingham,2020-10-18,4,880,2020-10-25,943SPEC24932
Mountain,Leeds,2020-04-16,3,3785,2020-04-22,429SPEC21332
Mountain,Birmingham,2020-02-18,2,1962,2020-02-19,942SPEC34362
Road,York,2020-07-12,4,1122,2020-07-15,120SPEC13512
Gravel,Birmingham,2020-04-07,4,3106,2020-04-17,220SPEC12423
Mountain,Manchester,2020-05-13,2,1295,2020-05-20,012SPEC24042
Road,London,2020-10-16,2,2840,2020-11-03,043SPEC12421
Mountain,York,2020-12-17,1,2709,2021-01-03,032SPEC29145
Road,Manchester,2020-07-06,5,3062,2020-07-24,021SPEC01463
Road,York,2020-03-26,4,1965,2020-04-12,102SPEC84244
Road,Leeds,2020-03-09,1,3799,2020-03-28,012SPEC93602
Road,London,2020-08-06,5,3206,2020-08-25,943SPEC24933
Road,London,2020-04-16,1,1412,2020-04-29,429SPEC21333
Gravel,Manchester,2020-03-22,5,2264,2020-04-09,942SPEC34363
Road,York,2020-02-26,3,3068,2020-02-29,120SPEC13513
Gravel,Birmingham,2020-07-25,1,2804,2020-08-01,220SPEC12424
Road,Leeds,2020-07-01,5,2909,2020-07-06,012SPEC24043
Gravel,York,2020-03-12,5,3835,2020-03-31,043SPEC12422
Mountain,Leeds,2020-10-01,2,1689,2020-10-19,032SPEC29146
Road,Manchester,2020-10-12,4,2802,2020-10-27,021SPEC01464
Mountain,London,2020-03-29,5,2545,2020-04-04,102SPEC84245
Gravel,Birmingham,2020-04-22,1,2394,2020-05-04,012SPEC93603
Road,Manchester,2020-10-01,4,1022,2020-10-12,943SPEC24934
Mountain,Birmingham,2020-09-02,2,3135,2020-09-16,429SPEC21334
Mountain,York,2020-06-27,2,2150,2020-06-28,942SPEC34364
Gravel,Manchester,2020-02-25,1,3989,2020-03-07,120SPEC13514
Road,Leeds,2020-04-27,2,2415,2020-05-14,220SPEC12425
Gravel,Birmingham,2020-02-29,3,1662,2020-03-13,012SPEC24044
Mountain,York,2020-10-27,2,2938,2020-11-08,043SPEC12423
Mountain,Birmingham,2020-08-24,4,2203,2020-09-05,032SPEC29147
Mountain,London,2020-01-20,1,2513,2020-02-07,021SPEC01465
Mountain,York,2020-12-12,3,3701,2020-12-23,102SPEC84246
Gravel,Leeds,2020-02-05,3,2864,2020-02-24,012SPEC93604
Gravel,York,2020-08-26,2,1128,2020-09-05,943SPEC24935
Mountain,Leeds,2020-12-08,3,1369,2020-12-27,429SPEC21335
Gravel,Manchester,2020-04-23,3,3111,2020-05-02,942SPEC34365
Mountain,Birmingham,2020-03-07,3,822,2020-03-20,120SPEC13515
Mountain,London,2020-01-03,2,1311,2020-01-17,220SPEC12426
Mountain,London,2020-10-03,1,3680,2020-10-12,012SPEC24045
Road,London,2020-04-28,2,2202,2020-04-30,043SPEC12424
Gravel,Manchester,2020-02-29,5,3583,2020-03-19,032SPEC29148
Gravel,Birmingham,2020-07-09,4,2142,2020-07-26,021SPEC01466
Road,London,2020-01-03,1,1045,2020-01-18,102SPEC84247
Mountain,Manchester,2020-02-26,5,2168,2020-03-06,012SPEC93605
Mountain,Manchester,2020-07-24,2,2158,2020-08-10,943SPEC24936
Gravel,Manchester,2020-11-18,5,931,2020-12-01,429SPEC21336
Gravel,York,2020-09-22,4,2036,2020-10-01,942SPEC34366
Road,Birmingham,2020-06-07,5,3170,2020-06-16,120SPEC13516
Gravel,Birmingham,2020-07-17,5,1038,2020-08-04,220SPEC12427
Mountain,Manchester,2020-06-27,2,1121,2020-07-05,012SPEC24046
Road,Manchester,2020-10-22,5,2801,2020-10-23,043SPEC12425
Gravel,Leeds,2020-04-14,1,3678,2020-04-25,032SPEC29149
Road,London,2020-03-14,5,1595,2020-03-28,021SPEC01467
Mountain,London,2020-09-29,3,1026,2020-10-09,102SPEC84248
Mountain,York,2020-08-01,4,2560,2020-08-15,03913/012ORRO
Gravel,York,2020-10-03,1,2873,2020-10-18,03913/012ORRO
Mountain,Manchester,2020-12-12,2,3214,2020-12-17,48321/001ORRO
Road,York,2020-10-09,3,1552,2020-10-13,84123/002ORRO
Mountain,York,2020-10-13,1,3396,2020-10-17,12349/014ORRO
Mountain,Leeds,2020-11-12,3,1287,2020-11-29,19312/032ORRO
Gravel,York,2020-09-22,1,1350,2020-10-12,23144/014ORRO
Mountain,York,2020-02-04,4,2051,2020-02-11,03913/012ORRO
